Country,Qualification,Work Type,Experience (Years),Job Title,Salary ($),Job Portal,Gender Preference,Job Posting Date,Job Posting Time,Company Size,Latitude,Longitude
Germany,B.Tech,Full time,7,AeroSpace Engineer,62676.16,Indeed,Female,2021-02-07,17:15,351711,53.25287091408877,13.434812488928419
Germany,B.Tech,Full time,6,AeroSpace Engineer,97754.27,Indeed,Female,2020-03-10,12:14,179435,51.14400868163527,12.901222507229571
Germany,B.Tech,Full time,4,Art Teacher,34328.13,Indeed,Female,2023-01-25,13:15,441406,51.06728822973104,12.774599306818633
India,B.Tech,Full time,18,Data Scientist,149623.31,Indeed,Female,2022-11-19,16:44,236875,34.30122210012848,84.45443349915325
Germany,B.Tech,Full time,17,AeroSpace Engineer,30766.71,Indeed,Female,2020-05-20,17:37,98702,48.086248980211415,9.510760817195969
India,B.Tech,Full time,20,Art Teacher,108761.2,Indeed,Female,2020-05-05,17:46,221316,28.30730881399321,86.2419476300876
India,B.Tech,Full time,10,AeroSpace Engineer,15515.35,Indeed,Female,2021-01-16,14:22,495485,32.99579472372435,71.55546711631844
India,B.Tech,Full time,16,Art Teacher,27500.93,Indeed,Female,2022-11-13,13:15,101520,33.24502107378449,94.04127988085826
Germany,B.Tech,Full time,5,Data Scientist,61096.43,Indeed,Female,2021-08-31,17:39,409346,53.070110792883526,11.477363745497016
India,B.Tech,Full time,10,AeroSpace Engineer,48248.14,Indeed,Female,2021-12-13,12:33,174542,20.48503132307041,89.52573124876983
India,B.Tech,Full time,18,AeroSpace Engineer,125797.82,Indeed,Female,2022-12-24,14:19,142146,19.81128800533795,91.07153997903382
India,B.Tech,Full time,19,Data Scientist,43136.39,Indeed,Female,2021-10-10,13:07,236654,17.405786156131185,85.83007252303372
Germany,B.Tech,Full time,13,Data Scientist,39633.55,Indeed,Female,2023-07-05,16:02,393480,47.26842278675675,11.722654311495454
Germany,B.Tech,Full time,5,Art Teacher,93651.48,Indeed,Female,2022-01-02,15:21,178805,49.409740718670136,6.450505504591226
Germany,B.Tech,Full time,18,Data Scientist,140583.94,Indeed,Female,2021-01-01,14:36,175920,48.53105231548894,14.172645527183985
India,B.Tech,Full time,18,Data Scientist,108330.43,Indeed,Female,2021-07-26,16:56,386652,15.9425808658372,75.03921942443002
Germany,B.Tech,Full time,14,AeroSpace Engineer,41568.25,Indeed,Female,2022-10-12,15:46,285594,49.47065366427186,6.0012302545149705
Germany,B.Tech,Full time,18,Data Scientist,41431.33,Indeed,Female,2021-10-01,12:01,335702,47.91987110401158,8.253784765512364
Germany,B.Tech,Full time,4,AeroSpace Engineer,75688.49,Indeed,Female,2021-02-01,12:10,196602,51.54916195771726,12.250987151122496
Germany,B.Tech,Full time,14,Data Scientist,133521.2,Indeed,Female,2021-03-02,16:17,252197,50.213832709803356,6.725556265765538
India,B.Tech,Full time,16,Art Teacher,81453.94,Indeed,Female,2023-06-12,17:22,153344,14.58498280670138,94.22843322060932
Germany,B.Tech,Full time,12,AeroSpace Engineer,67116.7,Indeed,Female,2022-11-07,13:42,402517,47.36728610086381,6.020773818117023
Germany,B.Tech,Full time,4,AeroSpace Engineer,80742.56,Indeed,Female,2020-04-16,13:17,327682,47.82657927471622,11.760212853239093
India,B.Tech,Full time,16,AeroSpace Engineer,120906.41,Indeed,Female,2022-06-14,12:07,378534,27.21946554878555,78.42175532488594
Germany,B.Tech,Full time,7,Data Scientist,38747.84,Indeed,Female,2020-06-28,14:42,496025,47.22246398788951,14.154201342042779
Germany,B.Tech,Full time,17,Data Scientist,36773.36,Indeed,Female,2022-05-06,13:35,194696,51.908166982484424,10.391273623256822
India,B.Tech,Full time,8,Data Scientist,120138.87,Indeed,Female,2020-02-23,17:25,160731,17.819746958670834,71.23883531610353
India,B.Tech,Full time,4,Data Scientist,31077.52,Indeed,Female,2021-09-02,13:32,95063,28.344284304279114,90.97986306281834
Germany,B.Tech,Full time,10,Art Teacher,38915.24,Indeed,Female,2020-09-07,14:30,297459,53.64444029201139,10.187209466987076
Germany,B.Tech,Full time,13,Art Teacher,40517.72,Indeed,Female,2021-02-16,12:54,482665,50.48566622004842,10.564287799641981
Germany,B.Tech,Full time,3,Data Scientist,67300.96,Indeed,Female,2021-08-25,17:42,492081,54.26521587459426,7.596595605242323
India,B.Tech,Full time,9,Art Teacher,121955.95,Indeed,Female,2020-09-11,14:40,137803,37.35233953886967,76.25439102292457
India,B.Tech,Full time,18,Data Scientist,82274.27,Indeed,Female,2020-04-29,15:27,300207,27.26259521753021,88.25775131048356
India,B.Tech,Full time,12,AeroSpace Engineer,11166.13,Indeed,Female,2020-02-26,13:02,243210,32.09976409476891,78.96307160458396
India,B.Tech,Full time,9,Data Scientist,17894.15,Indeed,Female,2022-10-30,13:19,132496,25.771748938906995,81.84893106243936
India,B.Tech,Full time,17,Data Scientist,31599.53,Indeed,Female,2022-12-16,13:20,386892,12.756114540521747,78.7311997236655
Germany,B.Tech,Full time,8,AeroSpace Engineer,33781.82,Indeed,Female,2021-01-17,13:02,179372,53.47783022712028,11.560809354786622
India,B.Tech,Full time,10,AeroSpace Engineer,108212.61,Indeed,Female,2021-09-08,14:42,310024,19.267762297465634,80.78682419940868
India,B.Tech,Full time,5,AeroSpace Engineer,96878.01,Indeed,Female,2020-12-13,16:05,461300,26.43638836867403,69.6334053252637
India,B.Tech,Full time,14,Data Scientist,33603.65,Indeed,Female,2020-01-28,17:39,418580,26.131983067353318,78.25066314234353
Germany,B.Tech,Full time,13,Art Teacher,41225.86,Indeed,Female,2023-04-27,12:13,338492,54.583822775567036,14.386329540357089
Germany,B.Tech,Full time,9,Data Scientist,70313.69,Indeed,Female,2023-04-10,16:50,343091,49.63044576442756,13.390737512547489
Germany,B.Tech,Full time,12,Art Teacher,46650.47,Indeed,Female,2022-07-08,16:40,395916,54.57731738494586,7.251714675641447
Germany,B.Tech,Full time,13,Data Scientist,71369.41,Indeed,Female,2022-10-03,12:16,198467,53.27808956325267,9.959985654066513
Germany,B.Tech,Full time,13,Data Scientist,41198.94,Indeed,Female,2021-05-28,14:08,440507,54.00598873627766,9.270151601566551
India,B.Tech,Full time,18,AeroSpace Engineer,102773.27,Indeed,Female,2023-02-20,14:16,171944,30.452127695338213,83.50796753345718
Germany,B.Tech,Full time,6,Art Teacher,132596.79,Indeed,Female,2022-05-20,17:29,135823,53.172261432621134,11.49432609848541
India,B.Tech,Full time,7,Art Teacher,99061.02,Indeed,Female,2022-07-14,12:19,488951,8.485470931266004,95.9661829888926
Germany,B.Tech,Full time,18,Art Teacher,148694.96,Indeed,Female,2020-11-06,13:38,161978,49.24802856694985,6.436691472687822
India,B.Tech,Full time,15,Data Scientist,17122.87,Indeed,Female,2020-04-12,14:35,477666,27.508940634768585,71.4892476730553
India,B.Tech,Full time,18,AeroSpace Engineer,11794.15,Indeed,Female,2020-04-23,15:21,374089,27.37758137519942,78.64945637971692
Germany,B.Tech,Full time,10,Data Scientist,142073.9,Indeed,Female,2020-12-12,15:32,134660,49.5344294811769,10.272287622428461
India,B.Tech,Full time,16,AeroSpace Engineer,37823.45,Indeed,Female,2020-01-26,15:51,318927,26.591992963685584,72.6567376599349
Germany,B.Tech,Full time,14,AeroSpace Engineer,134967.65,Indeed,Female,2023-05-31,13:04,85020,52.16506558585402,14.793031994150692
Germany,B.Tech,Full time,3,AeroSpace Engineer,46112.55,Indeed,Female,2020-05-25,16:57,459956,51.68343671396073,8.411890238152113
Germany,B.Tech,Full time,3,Data Scientist,21052.97,Indeed,Female,2021-12-21,13:09,438454,53.54262507576795,13.491756518083877
India,B.Tech,Full time,18,Data Scientist,112473.88,Indeed,Female,2022-07-26,12:10,494324,19.069369089300995,85.74043331009109
India,B.Tech,Full time,7,AeroSpace Engineer,111761.69,Indeed,Female,2023-05-12,16:28,143160,12.364380050593068,72.69194082041604
Germany,B.Tech,Full time,12,AeroSpace Engineer,72417.53,Indeed,Female,2023-05-01,16:38,222929,54.873340580696244,13.414092509935266
India,B.Tech,Full time,10,Data Scientist,63872.53,Indeed,Female,2020-09-17,14:17,299833,26.898085117999102,94.27572808546027
India,B.Tech,Full time,18,Art Teacher,10381.24,Indeed,Female,2020-01-17,17:58,448828,13.457768701821603,89.06098494301315
Germany,B.Tech,Full time,3,Art Teacher,125289.44,Indeed,Female,2021-04-12,12:57,143520,54.488105213838736,7.386919241058024
Germany,B.Tech,Full time,9,Art Teacher,92438.26,Indeed,Female,2020-01-07,13:30,160401,53.35656087109937,14.419220884119117
India,B.Tech,Full time,8,AeroSpace Engineer,75187.21,Indeed,Female,2023-05-21,14:50,345872,21.604313057620146,96.54187719526925
Germany,B.Tech,Full time,11,Art Teacher,93151.65,Indeed,Female,2021-02-03,16:47,138579,51.46413907585643,12.52416237075755
Germany,B.Tech,Full time,3,Data Scientist,93060.34,Indeed,Female,2020-06-26,14:24,336585,51.65850636158925,13.48354327641415
India,B.Tech,Full time,7,Art Teacher,18430.12,Indeed,Female,2022-01-27,14:28,260170,15.099072914452705,88.6660370733088
India,B.Tech,Full time,5,AeroSpace Engineer,117833.38,Indeed,Female,2020-05-29,16:02,175930,25.131932873953666,87.50622964023466
India,B.Tech,Full time,8,Data Scientist,101587.97,Indeed,Female,2020-06-15,17:29,188315,37.234997168263746,79.78429283264747
India,B.Tech,Full time,17,Art Teacher,62345.69,Indeed,Female,2022-10-29,15:02,428234,32.63647457873264,77.4021452894479
Germany,B.Tech,Full time,15,AeroSpace Engineer,10514.74,Indeed,Female,2021-03-22,13:02,411217,50.8929158768426,13.298723443383558
Germany,B.Tech,Full time,16,AeroSpace Engineer,51186.32,Indeed,Female,2020-07-30,15:58,438228,51.10441371215953,9.29135031664753
Germany,B.Tech,Full time,20,Art Teacher,46897.02,Indeed,Female,2021-05-14,16:29,443074,52.981706715548576,6.122647006231488
Germany,B.Tech,Full time,17,Data Scientist,54379.33,Indeed,Female,2020-11-24,14:45,472737,51.83237970100136,8.959859468730263
Germany,B.Tech,Full time,12,AeroSpace Engineer,63278.56,Indeed,Female,2020-09-18,14:58,320015,49.37244984401174,13.80667278988026
Germany,B.Tech,Full time,13,Art Teacher,47096.08,Indeed,Female,2021-08-09,16:10,233143,47.455377729512286,12.398496420198224
India,B.Tech,Full time,9,Data Scientist,48851.97,Indeed,Female,2021-12-15,16:18,306239,32.89002254609289,94.49098312840303
India,B.Tech,Full time,11,Art Teacher,68061.24,Indeed,Female,2022-06-24,12:51,80656,18.98614331684231,85.06171677842477
India,B.Tech,Full time,8,Data Scientist,64856.46,Indeed,Female,2021-10-23,16:31,238321,12.359711309434868,88.96932225402296
India,B.Tech,Full time,6,Data Scientist,44613.63,Indeed,Female,2020-03-31,16:56,375129,11.17514344816286,91.17387797064953
India,B.Tech,Full time,7,AeroSpace Engineer,93891.12,Indeed,Female,2022-11-03,15:23,263869,17.577214635958946,72.89431785437137
Germany,B.Tech,Full time,4,Art Teacher,11660.0,Indeed,Female,2022-07-21,15:20,240438,52.58521213002349,13.536862517653747
India,B.Tech,Full time,14,Art Teacher,28676.38,Indeed,Female,2021-12-17,17:56,431902,18.4158560315582,77.02934844470495
India,B.Tech,Full time,9,Art Teacher,16316.2,Indeed,Female,2022-05-16,16:25,127318,33.698870644866744,75.90324811140114
Germany,B.Tech,Full time,4,Art Teacher,116038.5,Indeed,Female,2022-04-18,13:21,302916,52.4085589737025,10.975742680131026
Germany,B.Tech,Full time,10,Art Teacher,123241.79,Indeed,Female,2020-07-24,14:10,354101,47.77562021815695,7.546509646518019
India,B.Tech,Full time,19,Art Teacher,82317.01,Indeed,Female,2021-06-05,17:23,130089,9.199574629701315,82.14787224426867
India,B.Tech,Full time,5,AeroSpace Engineer,88614.61,Indeed,Female,2022-03-30,12:38,172213,30.396989967683922,93.65795447508205
India,B.Tech,Full time,13,Art Teacher,129277.52,Indeed,Female,2020-08-26,14:47,399839,22.097807631692895,75.26780215538537
India,B.Tech,Full time,11,Data Scientist,140527.81,Indeed,Female,2021-01-26,16:37,210700,30.807049072759504,93.94436467558923
Germany,B.Tech,Full time,5,Data Scientist,115775.25,Indeed,Female,2021-05-03,12:49,377195,52.16454559645345,6.680276492429932
Germany,B.Tech,Full time,10,Art Teacher,26599.89,Indeed,Female,2020-07-07,14:58,443784,52.3506992460935,9.643088784263002
Germany,B.Tech,Full time,13,AeroSpace Engineer,106914.12,Indeed,Female,2021-06-11,17:05,455034,49.071497312706605,6.8005297946413465
Germany,B.Tech,Full time,14,Art Teacher,115630.01,Indeed,Female,2020-01-29,15:02,338959,53.52589486532648,9.848955266867618
India,B.Tech,Full time,6,AeroSpace Engineer,130852.16,Indeed,Female,2021-07-15,13:16,401944,35.662494350882554,84.41467749054836
India,B.Tech,Full time,4,Art Teacher,28518.3,Indeed,Female,2022-02-14,17:31,483689,18.600931532101647,80.64322807074348
India,B.Tech,Full time,4,Art Teacher,59703.72,Indeed,Female,2022-10-25,16:10,341798,26.176063234718065,72.70374289158946
India,B.Tech,Full time,18,Data Scientist,21022.22,Indeed,Female,2022-06-01,15:17,181670,35.59813058293436,76.80593374564253
India,B.Tech,Full time,17,Art Teacher,116543.0,Indeed,Female,2021-02-20,12:58,251713,15.545081841281123,86.89665048252927
Germany,B.Tech,Full time,8,AeroSpace Engineer,63618.34,Indeed,Female,2023-07-21,14:22,201587,47.37426946599445,8.955954329622482
Germany,B.Tech,Full time,14,Data Scientist,23330.62,Indeed,Female,2022-11-22,16:56,295233,51.27597796944162,14.423365774325294
Germany,B.Tech,Full time,6,AeroSpace Engineer,31410.6,Indeed,Female,2021-11-09,15:39,90589,48.97057461613396,10.44714077848143
India,B.Tech,Full time,19,Art Teacher,17492.9,Indeed,Female,2022-09-21,17:07,87748,17.071501135792836,72.58805076769445
India,B.Tech,Full time,14,Data Scientist,102927.13,Indeed,Female,2020-10-09,13:34,135758,31.933462149023676,74.93665143316466
Germany,B.Tech,Full time,11,AeroSpace Engineer,120503.55,Indeed,Female,2020-11-05,12:21,339304,48.53461310381949,10.735880792118902
India,B.Tech,Full time,3,Art Teacher,22200.74,Indeed,Female,2022-07-27,15:33,346403,35.6049173468563,91.35193155699136
Germany,B.Tech,Full time,3,Art Teacher,122159.34,Indeed,Female,2021-03-05,12:44,224290,48.08045827064342,8.552861387588298
India,B.Tech,Full time,19,AeroSpace Engineer,140825.98,Indeed,Female,2022-03-24,13:00,361588,19.962322576417762,77.64572856018351
Germany,B.Tech,Full time,15,AeroSpace Engineer,82612.19,Indeed,Female,2021-03-04,16:07,166174,51.021651307171865,14.705762702439241
India,B.Tech,Full time,15,Art Teacher,127868.85,Indeed,Female,2021-10-20,15:30,109945,35.3653010577231,76.671939880419
India,B.Tech,Full time,10,Art Teacher,79972.66,Indeed,Female,2021-01-07,14:43,125760,19.093201537605538,74.704116942185
India,B.Tech,Full time,9,Data Scientist,105491.33,Indeed,Female,2020-02-26,13:57,464333,27.001132768295832,92.94213710673442
India,B.Tech,Full time,3,Data Scientist,136414.08,Indeed,Female,2022-06-29,15:02,498069,23.696765525748923,81.2345992770007
India,B.Tech,Full time,19,AeroSpace Engineer,111295.15,Indeed,Female,2023-01-24,17:23,288121,29.835554762850926,78.80628682325309
India,B.Tech,Full time,20,Art Teacher,34468.71,Indeed,Female,2020-08-31,16:50,295630,24.176732969946414,71.86313268324167
Germany,B.Tech,Full time,7,AeroSpace Engineer,50566.17,Indeed,Female,2020-12-25,14:35,230418,50.715959335355464,14.151772950434676
India,B.Tech,Full time,10,Art Teacher,143378.36,Indeed,Female,2022-06-21,17:32,414988,15.903894380225665,82.26492556603569
India,B.Tech,Full time,13,Art Teacher,139231.09,Indeed,Female,2023-03-02,13:25,433191,18.317810230914287,69.50306387617286
Germany,B.Tech,Full time,17,AeroSpace Engineer,110244.21,Indeed,Female,2021-12-18,13:25,362693,47.30908614303532,13.315257597557803
Germany,B.Tech,Full time,12,Art Teacher,57578.57,Indeed,Female,2022-11-04,12:19,301981,48.07549461373562,12.301336927555347
India,B.Tech,Full time,3,Art Teacher,44555.9,Indeed,Female,2020-03-12,14:48,187396,31.34943232383693,90.29701781573323
India,B.Tech,Full time,10,Data Scientist,44708.43,Indeed,Female,2021-07-10,13:52,116156,21.810992350063604,95.52631409342106
Germany,B.Tech,Full time,9,Data Scientist,128359.85,Indeed,Female,2022-11-12,12:22,381710,53.01318698094596,9.223455773711079
Germany,B.Tech,Full time,4,AeroSpace Engineer,42213.78,Indeed,Female,2022-01-20,13:04,460109,51.889197966036846,9.434996986075141
Germany,B.Tech,Full time,10,Art Teacher,81761.33,Indeed,Female,2020-12-20,14:19,327756,53.68580401966759,10.50425077522589
Germany,B.Tech,Full time,18,Art Teacher,18594.1,Indeed,Female,2020-11-19,17:42,272739,48.656159357273424,11.641897780710128
Germany,B.Tech,Full time,14,AeroSpace Engineer,124488.01,Indeed,Female,2022-04-14,14:51,420273,51.056414618895374,10.654342100721786
India,B.Tech,Full time,17,Data Scientist,116953.15,Indeed,Female,2022-07-16,14:31,116697,22.058762695796162,71.6543633740611
Germany,B.Tech,Full time,3,Art Teacher,68287.33,Indeed,Female,2021-02-03,12:34,281249,54.69289315358485,13.767825306954919
Germany,B.Tech,Full time,8,Data Scientist,83681.7,Indeed,Female,2023-04-08,17:58,101567,52.13435360174799,14.997575009861599
Germany,B.Tech,Full time,9,Art Teacher,37252.05,Indeed,Female,2021-06-12,17:50,482064,52.155906285317215,11.390820171496284
India,B.Tech,Full time,14,Data Scientist,78021.45,Indeed,Female,2021-06-03,15:09,147912,31.67163593332043,84.25788199777661
India,B.Tech,Full time,9,AeroSpace Engineer,144154.06,Indeed,Female,2022-07-19,17:48,109760,16.231586828201316,80.07109856930344
Germany,B.Tech,Full time,13,AeroSpace Engineer,75787.27,Indeed,Female,2022-01-22,14:43,408259,50.773330162479496,13.381598676135487
India,B.Tech,Full time,16,AeroSpace Engineer,103618.51,Indeed,Female,2021-03-29,15:44,337587,18.146459656563884,75.3050383029553
Germany,B.Tech,Full time,17,Data Scientist,26778.32,Indeed,Female,2020-07-16,14:36,467547,47.450451885820215,8.615519762293777
India,B.Tech,Full time,17,Art Teacher,120554.23,Indeed,Female,2023-05-30,17:33,119638,28.72959009180734,79.5382397432519
Germany,B.Tech,Full time,8,Art Teacher,49306.42,Indeed,Female,2022-05-28,16:24,289914,52.02562899257413,14.576377530357831
India,B.Tech,Full time,3,Data Scientist,35517.51,Indeed,Female,2020-11-29,16:30,201274,22.723596160003872,90.21097782834013
Germany,B.Tech,Full time,14,Art Teacher,88154.29,Indeed,Female,2020-08-17,16:18,314930,51.78355378578671,11.67946956668149
Germany,B.Tech,Full time,16,AeroSpace Engineer,17562.05,Indeed,Female,2021-04-01,12:42,186566,49.39638919947977,11.430421305346925
Germany,B.Tech,Full time,19,AeroSpace Engineer,88584.1,Indeed,Female,2021-03-27,16:03,110968,49.93082819297589,13.369148376912236
Germany,B.Tech,Full time,12,Art Teacher,135538.82,Indeed,Female,2020-09-22,16:54,300667,50.75970603796055,8.79164982089633
India,B.Tech,Full time,18,Art Teacher,146729.58,Indeed,Female,2020-12-28,15:44,300949,25.651292398419592,81.95588971753402
Germany,B.Tech,Full time,3,Data Scientist,114383.84,Indeed,Female,2020-01-22,14:14,362983,52.284832554654535,6.46392396338021
India,B.Tech,Full time,9,Data Scientist,92733.85,Indeed,Female,2022-04-24,13:01,257550,9.79579841310816,79.18955604637256
Germany,B.Tech,Full time,7,Data Scientist,43196.81,Indeed,Female,2021-06-15,17:23,277018,50.074427357656,8.659980682755746
India,B.Tech,Full time,3,Data Scientist,75209.06,Indeed,Female,2021-05-24,14:44,425833,35.380477790175654,96.92722472100536
Germany,B.Tech,Full time,15,Data Scientist,87138.94,Indeed,Female,2021-01-27,15:56,366702,52.557098392085734,11.311219903204544
Germany,B.Tech,Full time,8,AeroSpace Engineer,30727.46,Indeed,Female,2020-07-12,14:02,351861,52.3937330342224,6.751904988619325
Germany,B.Tech,Full time,16,Art Teacher,50428.18,Indeed,Female,2022-05-23,17:03,392289,52.25891347962788,8.420017721040136
India,B.Tech,Full time,15,AeroSpace Engineer,69244.65,Indeed,Female,2021-01-23,12:25,461857,12.742429997908715,85.91217998261351
Germany,B.Tech,Full time,16,Art Teacher,91090.99,Indeed,Female,2021-12-24,12:28,318387,53.35121658163342,10.050251549918709
India,B.Tech,Full time,3,Art Teacher,96386.31,Indeed,Female,2021-12-10,13:34,181460,33.44924518730891,95.23488977123682
India,B.Tech,Full time,8,AeroSpace Engineer,16977.36,Indeed,Female,2020-04-17,13:44,476946,30.54865153803656,73.97326553163944
Germany,B.Tech,Full time,6,AeroSpace Engineer,46186.87,Indeed,Female,2023-05-26,15:02,124920,49.0345520222361,12.112145291941083
Germany,B.Tech,Full time,14,Data Scientist,130655.46,Indeed,Female,2022-11-06,16:06,168934,54.836124946745585,12.285762029432597
Germany,B.Tech,Full time,12,Art Teacher,117783.57,Indeed,Female,2023-03-28,16:13,312271,48.614880093654506,11.442695208051676
India,B.Tech,Full time,15,Data Scientist,149180.16,Indeed,Female,2021-11-13,15:17,88063,11.629435457222034,82.61728539804113
Germany,B.Tech,Full time,9,Data Scientist,128071.4,Indeed,Female,2022-01-12,14:09,375613,48.893705089541484,9.441458285495159
Germany,B.Tech,Full time,11,Art Teacher,20556.68,Indeed,Female,2021-05-04,14:52,490190,54.818073972397784,10.698360824521668
Germany,B.Tech,Full time,16,AeroSpace Engineer,16321.86,Indeed,Female,2022-07-10,16:00,295111,48.84532949960011,9.150110494614312
India,B.Tech,Full time,13,Art Teacher,103051.71,Indeed,Female,2020-03-18,15:30,126048,27.69416476173334,83.66354251421366
Germany,B.Tech,Full time,10,AeroSpace Engineer,147707.49,Indeed,Female,2023-06-25,15:49,482984,50.71127807412422,14.416105121939804
Germany,B.Tech,Full time,8,Art Teacher,14770.37,Indeed,Female,2023-03-26,15:18,439717,49.93630288734072,11.068253888987826
India,B.Tech,Full time,8,AeroSpace Engineer,132921.92,Indeed,Female,2022-12-22,16:16,325264,22.570463203643023,92.17519102972301
India,B.Tech,Full time,11,Art Teacher,36283.4,Indeed,Female,2022-10-09,12:32,122852,16.281463248225727,82.02270457462078
India,B.Tech,Full time,9,AeroSpace Engineer,90361.16,Indeed,Female,2023-05-31,14:02,181146,35.37559035994458,82.1164446674973
Germany,B.Tech,Full time,13,Data Scientist,65513.43,Indeed,Female,2022-05-25,14:04,265211,51.61656102253839,6.116116664842635
India,B.Tech,Full time,14,AeroSpace Engineer,22142.46,Indeed,Female,2022-02-04,17:24,240474,14.0960466476845,85.54361885192516
India,B.Tech,Full time,14,Art Teacher,133280.91,Indeed,Female,2022-10-25,15:46,431320,28.884580492443703,94.1760549078356
India,B.Tech,Full time,11,Art Teacher,66109.85,Indeed,Female,2021-06-16,17:14,310772,10.414219621156509,75.75161643010617
India,B.Tech,Full time,6,Data Scientist,70970.15,Indeed,Female,2020-07-14,14:05,467299,32.608534260335496,71.96001977583131
Germany,B.Tech,Full time,5,Data Scientist,65645.14,Indeed,Female,2021-03-27,15:06,262120,49.57419625584519,12.75118616713321
Germany,B.Tech,Full time,8,Art Teacher,79569.04,Indeed,Female,2020-04-12,16:11,395957,53.31806185297706,7.766324996873764
India,B.Tech,Full time,18,Data Scientist,90975.17,Indeed,Female,2021-05-11,15:13,275396,36.381167979179835,89.43955270130255
Germany,B.Tech,Full time,3,Data Scientist,86661.24,Indeed,Female,2022-04-22,14:43,221355,54.76677620736757,13.900187472208803
Germany,B.Tech,Full time,9,AeroSpace Engineer,75001.33,Indeed,Female,2021-03-07,15:57,93967,51.989479555213,13.518974564717201
Germany,B.Tech,Full time,4,Data Scientist,68206.55,Indeed,Female,2020-07-10,12:09,190370,52.740213670143625,11.265433647049978
Germany,B.Tech,Full time,20,Art Teacher,54715.77,Indeed,Female,2022-12-21,16:15,314434,50.47000980164269,14.46898487141329
India,B.Tech,Full time,4,Data Scientist,98714.27,Indeed,Female,2021-08-28,17:25,497656,22.527087799027186,82.60184818726256
Germany,B.Tech,Full time,14,AeroSpace Engineer,20984.62,Indeed,Female,2020-03-28,15:50,400471,48.45499034406253,8.540540579272058
Germany,B.Tech,Full time,12,Art Teacher,72748.23,Indeed,Female,2021-08-16,16:13,325897,51.23130161645568,6.016248373564308
Germany,B.Tech,Full time,17,AeroSpace Engineer,20604.19,Indeed,Female,2020-02-02,14:26,225828,48.24023527699324,9.325650888429003
Germany,B.Tech,Full time,20,Art Teacher,67151.98,Indeed,Female,2020-05-24,15:48,112693,54.04473243796174,10.379109457938092
India,B.Tech,Full time,11,AeroSpace Engineer,58182.71,Indeed,Female,2020-11-22,13:46,204476,29.960127353279262,88.83433576409686
Germany,B.Tech,Full time,3,Art Teacher,62752.75,Indeed,Female,2020-01-03,14:20,276660,50.730813976926314,12.16059212161246
Germany,B.Tech,Full time,12,AeroSpace Engineer,89734.4,Indeed,Female,2023-06-22,16:55,352570,49.918493882489265,7.6973345598528695
India,B.Tech,Full time,16,Art Teacher,125893.88,Indeed,Female,2021-12-11,17:23,351717,29.122204163294114,82.54783234056939
India,B.Tech,Full time,3,Art Teacher,82107.58,Indeed,Female,2022-03-24,13:12,200094,16.487565497059123,72.67473284447367
India,B.Tech,Full time,3,Art Teacher,52181.28,Indeed,Female,2022-05-06,15:13,152965,9.005745248796215,72.65250961301587
Germany,B.Tech,Full time,17,Art Teacher,46372.23,Indeed,Female,2021-10-07,16:24,409339,50.234948361579654,14.61491528932483
India,B.Tech,Full time,8,Art Teacher,73871.07,Indeed,Female,2021-11-03,12:09,372440,28.111447455166157,72.05009786549562
Germany,B.Tech,Full time,17,Data Scientist,136625.26,Indeed,Female,2023-02-23,16:14,258246,49.18302647628096,12.611963211665701
India,B.Tech,Full time,20,Data Scientist,108992.43,Indeed,Female,2021-10-03,16:09,294835,11.508346775378318,85.16333147210648
India,B.Tech,Full time,6,Art Teacher,18767.2,Indeed,Female,2020-08-30,14:10,481601,26.96838347427692,87.12670821193119
India,B.Tech,Full time,16,Art Teacher,100138.25,Indeed,Female,2020-04-14,14:27,110698,19.020420573038045,88.38825219593112
India,B.Tech,Full time,3,Data Scientist,144045.07,Indeed,Female,2021-09-28,12:06,231164,30.986921793912096,76.6164079006766
Germany,B.Tech,Full time,18,AeroSpace Engineer,140960.06,Indeed,Female,2020-03-22,14:27,275640,53.42577036886596,14.378153152939184
India,B.Tech,Full time,20,Data Scientist,70136.14,Indeed,Female,2020-09-12,12:28,497422,11.984803497032804,87.95631132568211
Germany,B.Tech,Full time,5,Art Teacher,118469.58,Indeed,Female,2022-09-30,17:36,459164,54.465807043300735,14.663852834151822
Germany,B.Tech,Full time,13,Art Teacher,87729.38,Indeed,Female,2020-10-21,14:21,165049,51.96758723923668,8.983192425593863
India,B.Tech,Full time,4,Art Teacher,53358.42,Indeed,Female,2022-07-07,13:47,208680,30.78177211638029,88.08732268202728
Germany,B.Tech,Full time,6,Data Scientist,35751.59,Indeed,Female,2020-02-07,12:30,304951,51.07020346576134,14.886008744654688
Germany,B.Tech,Full time,14,Art Teacher,39352.39,Indeed,Female,2020-03-24,12:07,292697,47.907020037245886,7.7559924543193866
India,B.Tech,Full time,17,AeroSpace Engineer,44939.86,Indeed,Female,2022-10-30,16:11,360311,17.321357122092035,77.81622191434583
India,B.Tech,Full time,11,AeroSpace Engineer,141480.97,Indeed,Female,2020-05-08,13:57,489185,17.426254997678072,70.96151874409014
Germany,B.Tech,Full time,3,Data Scientist,112081.58,Indeed,Female,2023-01-27,17:11,159912,50.626257927216486,6.61934500773195
Germany,B.Tech,Full time,11,AeroSpace Engineer,19554.41,Indeed,Female,2021-12-04,14:03,125582,50.49634354137634,9.837060710010974
India,B.Tech,Full time,18,Art Teacher,60296.67,Indeed,Female,2020-10-17,12:44,298583,24.630364684006103,82.96803490390735
